verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
167,அவ்வித்து அழுக்காறு உடையானைச் செய்யவள் தவ்வையைக் காட்டி விடும்.,0.42256722,0.4711073,0.39021862,0.4598689,0.43182448,0.42214912,0.47518438,0.4275854,0.53661716,0.5929074,sanctity.vice,0.5929074
168,அழுக்காறு எனஒரு பாவி திருச்செற்றுத் தீயுழி உய்த்து விடும்.,0.35619426,0.44439566,0.31968582,0.38949922,0.35389584,0.41325194,0.36543018,0.38962373,0.48771834,0.54610294,sanctity.vice,0.54610294
169,அவ்விய நெஞ்சத்தான் ஆக்கமும் செவ்வியான் கேடும் நினைக்கப் படும்.,0.33484605,0.42392707,0.3804574,0.4341143,0.42518586,0.39384258,0.38626465,0.39117825,0.42462713,0.51587665,sanctity.vice,0.51587665
170,அழுக்கற்று அகன்றாரும் இல்லை அஃதுஇல்லார் பெருக்கத்தில் தீர்ந்தாரும் இல்.,0.45246086,0.46750045,0.41431653,0.41596627,0.45602277,0.4007079,0.42135093,0.46343613,0.5426413,0.5752766,sanctity.vice,0.5752766
171,நடுவின்றி நன்பொருள் வெஃகின் குடிபொன்றிக் குற்றமும் ஆங்கே தரும்.,0.5729518,0.6008985,0.5955584,0.68166506,0.6374749,0.59461695,0.6154988,0.5942991,0.5918677,0.71513224,sanctity.vice,0.71513224
172,படுபயன் வெஃகிப் பழிப்படுவ செய்யார் நடுவன்மை நாணு பவர்.,0.5774385,0.6443013,0.6477513,0.6710018,0.6347829,0.6385762,0.6659484,0.63740736,0.6103276,0.6925861,sanctity.vice,0.6925861
173,சிற்றின்பம் வெஃகி அறனல்ல செய்யாரே மற்றின்பம் வேண்டு பவர்.,0.49671572,0.5202619,0.4535548,0.53201187,0.43870127,0.58687586,0.453089,0.602162,0.5868575,0.5820906,authority.vice,0.602162
174,இலமென்று வெஃகுதல் செய்யார் புலம்வென்ற புன்மையில் காட்சி யவர்.,0.3943348,0.44502234,0.39172328,0.4537803,0.4248513,0.43332753,0.4055882,0.42735532,0.48517498,0.5495764,sanctity.vice,0.5495764
175,அஃகி அகன்ற அறிவென்னாம் யார்மாட்டும் வெஃகி வெறிய செயின்.,0.49131513,0.59871525,0.52985406,0.61949754,0.58987343,0.60617507,0.58620894,0.58350915,0.6152589,0.68334246,sanctity.vice,0.68334246
176,அருள்வெஃகி ஆற்றின்கண் நின்றான் பொருள்வெஃகிப் பொல்லாத சூழக் கெடும்.,0.37952304,0.3267383,0.32193398,0.30337667,0.32456732,0.29620153,0.37743562,0.32839164,0.3943898,0.3833003,sanctity.virtue,0.3943898
177,வேண்டற்க வெஃகியாம் ஆக்கம் விளைவயின் மாண்டற் கரிதாம் பயன்.,0.37282383,0.35365134,0.32819906,0.37447897,0.35146597,0.32976946,0.38100845,0.30336243,0.43039647,0.43235064,sanctity.vice,0.43235064
178,அஃகாமை செல்வத்திற்கு யாதெனின் வெஃகாமை வேண்டும் பிறன்கைப் பொருள்.,0.28983307,0.3059216,0.26547307,0.35700858,0.28901622,0.28524595,0.3502227,0.2496034,0.35614282,0.36869514,sanctity.vice,0.36869514
179,அறனறிந்து வெஃகா அறிவுடையார்ச் சேரும் திறன்அறிந் தாங்கே திரு.,0.59063923,0.5830792,0.6244769,0.6166625,0.6701565,0.60186064,0.65212536,0.58985376,0.6522461,0.61868006,loyalty.virtue,0.6701565
180,இறலீனும் எண்ணாது வெஃகின் விறல்ஈனும் வேண்டாமை என்னுஞ் செருக்கு.,0.48714322,0.5028482,0.4853704,0.5139147,0.4895363,0.5311109,0.47298867,0.55201924,0.57306707,0.6032425,sanctity.vice,0.6032425
181,அறங்கூறான் அல்ல செயினும் ஒருவன் புறங்கூறான் என்றல் இனிது.,0.5637121,0.5640199,0.6181122,0.5939115,0.6279795,0.5992355,0.5943589,0.62848836,0.6060082,0.62428105,authority.vice,0.62848836
182,அறனழீஇ அல்லவை செய்தலின் தீதே புறனழீஇப் பொய்த்து நகை.,0.5148525,0.5980474,0.5126999,0.6612582,0.5605402,0.62918776,0.5674999,0.6241819,0.62805146,0.7120111,sanctity.vice,0.7120111
183,புறங்கூறிப் பொய்த்துயிர் வாழ்தலின் சாதல் அறங்கூற்றும் ஆக்கத் தரும்.,0.5091765,0.6093225,0.5200962,0.5736179,0.5700623,0.5350772,0.5487647,0.53421867,0.5826281,0.72150826,sanctity.vice,0.72150826
184,கண்ணின்று கண்ணறச் சொல்லினும் சொல்லற்க முன்னின்று பின்நோக்காச் சொல்.,0.5313257,0.53239834,0.5384084,0.5057678,0.53210974,0.52675194,0.54130614,0.5523683,0.5635613,0.54717636,sanctity.virtue,0.5635613
185,அறஞ்சொல்லும் நெஞ்சத்தான் அன்மை புறஞ்சொல்லும் புன்மையாற் காணப் படும்.,0.5373437,0.64230305,0.5946168,0.66041183,0.6873122,0.66211027,0.6018075,0.6530489,0.61883926,0.68559664,loyalty.virtue,0.6873122
186,பிறன்பழி கூறுவான் தன்பழி யுள்ளும் திறன்தெரிந்து கூறப் படும்.,0.58968234,0.56554866,0.6410455,0.5417037,0.59232473,0.51337993,0.6279086,0.5005377,0.6039213,0.56429476,fairness.virtue,0.6410455
187,பகச்சொல்லிக் கேளிர்ப் பிரிப்பர் நகச்சொல்லி நட்பாடல் தேற்றா தவர்.,0.5420367,0.5788003,0.562994,0.6846311,0.65969515,0.63345,0.5901129,0.594233,0.54994005,0.6667206,fairness.vice,0.6846311
188,துன்னியார் குற்றமும் தூற்றும் மரபினார் என்னைகொல் ஏதிலார் மாட்டு.,0.43170696,0.62961566,0.4726616,0.5257816,0.5134274,0.5513316,0.5222223,0.47112846,0.5338948,0.58349055,care.vice,0.62961566
189,அறன்நோக்கி ஆற்றுங்கொல் வையம் புறன்நோக்கிப் புன்சொல் உரைப்பான் பொறை.,0.5366219,0.5641618,0.5551697,0.54354227,0.59323007,0.54835427,0.60765624,0.57098997,0.63417274,0.6487303,sanctity.vice,0.6487303
190,ஏதிலார் குற்றம்போல் தங்குற்றங் காண்கிற்பின் தீதுண்டோ மன்னும் உயிர்க்கு.,0.6015278,0.7206609,0.6425153,0.5984122,0.6002147,0.61560607,0.6175612,0.5820596,0.6485539,0.6692011,care.vice,0.7206609
191,பல்லார் முனியப் பயனில சொல்லுவான் எல்லாரும் எள்ளப் படும்.,0.476441,0.43792358,0.44721073,0.41100577,0.5176089,0.4442595,0.47120115,0.42841104,0.5360533,0.4665771,sanctity.virtue,0.5360533
192,பயனில பல்லார்முன் சொல்லல் நயனில நட்டார்கண் செய்தலிற் றீது.,0.659016,0.6852449,0.72534907,0.68937516,0.7084795,0.6380006,0.7048453,0.67482734,0.6711538,0.7118746,fairness.virtue,0.72534907
193,நயனிலன் என்பது சொல்லும் பயனில பாரித் துரைக்கும் உரை.,0.53708476,0.5038202,0.57403636,0.5003663,0.5470954,0.50161725,0.57840014,0.5133695,0.5970551,0.5423701,sanctity.virtue,0.5970551
194,நயன்சாரா நன்மையின் நீக்கும் பயன்சாராப் பண்பில்சொல் பல்லா ரகத்து.,0.5885927,0.51683605,0.54179513,0.5737591,0.54675955,0.52783704,0.53076833,0.53076994,0.5641884,0.6016495,sanctity.vice,0.6016495
195,சீர்மை சிறப்பொடு நீங்கும் பயனில நீர்மை யுடையார் சொலின்.,0.505428,0.44724697,0.47465238,0.45547187,0.47392642,0.42569125,0.5005038,0.44417828,0.5573231,0.5750255,sanctity.vice,0.5750255
196,பயனில் சொல் பராட்டு வானை மகன்எனல் மக்கட் பதடி யெனல்.,0.608429,0.6187524,0.61087006,0.5512587,0.6323556,0.5793179,0.59232676,0.586475,0.59847087,0.63253313,sanctity.vice,0.63253313
197,நயனில சொல்லினுஞ் சொல்லுக சான்றோர் பயனில சொல்லாமை நன்று.,0.50387764,0.48860794,0.54013085,0.5002663,0.4851194,0.4951798,0.49895698,0.5505622,0.5417695,0.49171486,authority.vice,0.5505622
198,அரும்பயன் ஆயும் அறிவினார் சொல்லார் பெரும்பயன் இல்லாத சொல்.,0.59401083,0.6238818,0.64767975,0.6402911,0.6210251,0.61302197,0.6253394,0.6676955,0.65462506,0.7130124,sanctity.vice,0.7130124
199,பொருள்தீர்ந்த பொச்சாந்துஞ் சொல்லார் மருள்தீர்ந்த மாசறு காட்சி யவர்.,0.43377256,0.4838499,0.4344486,0.5006565,0.4317643,0.4621745,0.47955605,0.48025426,0.5386085,0.6204365,sanctity.vice,0.6204365
200,சொல்லுக சொல்லிற் பயனுடைய சொல்லற்க சொல்லிற் பயனிலாச் சொல்.,0.6804353,0.66208184,0.7218627,0.69683236,0.68432415,0.6384264,0.667639,0.6731093,0.67517847,0.7187259,fairness.virtue,0.7218627
201,தீவினையார் அஞ்சார் விழுமியார் அஞ்சுவர் தீவினை என்னும் செருக்கு.,0.49603269,0.5561338,0.48331988,0.55677736,0.5858398,0.53869355,0.5315423,0.5213649,0.5783886,0.62603056,sanctity.vice,0.62603056
202,தீயவை தீய பயத்தலால் தீயவை தீயினும் அஞ்சப் படும்.,0.5137614,0.48872095,0.41004425,0.39787775,0.42169046,0.45743915,0.43031865,0.39608657,0.47215033,0.44376925,care.virtue,0.5137614
203,அறிவினுள் எல்லாந் தலையென்ப தீய செறுவார்க்கும் செய்யா விடல்.,0.49067286,0.622252,0.54055357,0.6434649,0.5808169,0.6493117,0.5878949,0.62949944,0.63163376,0.6896683,sanctity.vice,0.6896683
204,மறந்தும் பிறன்கேடு சூழற்க சூழின் அறஞ்சூழம் சூழ்ந்தவன் கேடு.,0.53446627,0.57916033,0.5268011,0.5554676,0.54916084,0.5295665,0.5525532,0.5706351,0.585235,0.67625856,sanctity.vice,0.67625856
205,இலன் என்று தீயவை செய்யற்க செய்யின் இலனாகும் மற்றும் பெயர்த்து.,0.5337628,0.5863624,0.5465951,0.58932257,0.59543574,0.6107955,0.585237,0.6080032,0.61340404,0.6377274,sanctity.vice,0.6377274
206,தீப்பால தான்பிறர்கண் செய்யற்க நோய்ப்பால தன்னை அடல்வேண்டா தான்.,0.5321907,0.5845382,0.484874,0.5218503,0.50096613,0.52507263,0.53633237,0.5108079,0.59052193,0.6273618,sanctity.vice,0.6273618
207,எனைப்பகை யுற்றாரும் உய்வர் வினைப்பகை வீயாது பின்சென்று அடும்.,0.47216573,0.42542848,0.44722658,0.44929305,0.5030159,0.39714515,0.4897353,0.4336063,0.51959735,0.5466099,sanctity.vice,0.5466099
208,தீயவை செய்தார் கெடுதல் நிழல்தன்னை வீயாது அஇஉறைந் தற்று.,0.546594,0.59018993,0.5132058,0.51939905,0.5161035,0.5074231,0.54690367,0.52577615,0.5986701,0.6567583,sanctity.vice,0.6567583
209,தன்னைத்தான் காதல னாயின் எனைத்தொன்றும் துன்னற்க தீவினைப் பால்.,0.5066787,0.49971855,0.41110212,0.4539963,0.46500412,0.4865834,0.47083437,0.42785007,0.50058436,0.5120789,sanctity.vice,0.5120789
210,அருங்கேடன் என்பது அறிக மருங்கோடித் தீவினை செய்யான் எனின்.,0.45319435,0.46286345,0.44991535,0.48534307,0.49536562,0.43145043,0.5215255,0.44268137,0.5281086,0.54544336,sanctity.vice,0.54544336
211,கைம்மாறு வேண்டா கடப்பாடு மாரிமாட்டு என் ஆற்றுங் கொல்லோ உலகு.,0.5624949,0.5028105,0.50448585,0.44903913,0.55948496,0.46925128,0.5363378,0.48571217,0.5862454,0.55368495,sanctity.virtue,0.5862454
212,தாளாற்றித் தந்த பொருளெல்லாம் தக்கார்க்கு வேளாண்மை செய்தற் பொருட்டு.,0.39395565,0.41871858,0.37839976,0.40229067,0.4413456,0.36461234,0.44204152,0.34163755,0.4208465,0.44378597,sanctity.vice,0.44378597
213,புத்தே ளுலகத்தும் ஈண்டும் பெறலரிதே ஒப்புரவின் நல்ல பிற.,0.53757584,0.38906896,0.45167857,0.41039503,0.44756576,0.39526853,0.46368924,0.41113794,0.5702237,0.47120485,sanctity.virtue,0.5702237
214,ஒத்த தறவோன் உயிர்வாழ்வான் மற்றையான் செத்தாருள் வைக்கப் படும்.,0.5285025,0.41773632,0.48401782,0.3610639,0.46459278,0.34180972,0.450099,0.34917992,0.46496677,0.38791525,care.virtue,0.5285025
215,ஊருணி நீர்நிறைந் தற்றே உலகவாம் பேரறி வாளன் திரு.,0.5241435,0.49991715,0.48323563,0.4915434,0.49863613,0.49855995,0.55729985,0.5143104,0.5949302,0.57084155,sanctity.virtue,0.5949302
216,பயன்மரம் உள்ளூர்ப் பழுத்தற்றால் செல்வம் நயனுடை யான்கண் படின்.,0.41903186,0.32584703,0.3334735,0.3507417,0.37913308,0.29538238,0.37953562,0.26298988,0.392052,0.36368108,care.virtue,0.41903186
217,மருந்தாகித் தப்பா மரத்தற்றால் செல்வம் பெருந்தகை யான்கண் படின்.,0.44862884,0.37763596,0.3492515,0.4064467,0.37789488,0.34743908,0.43779564,0.30559874,0.45858836,0.41596282,sanctity.virtue,0.45858836
218,இடனில் பருவத்தும் ஒப்புரவிற்கு ஒல்கார் கடனறி காட்சி யவர்.,0.28023863,0.29669923,0.3386234,0.3697759,0.32872653,0.30521724,0.36478445,0.3091933,0.32404086,0.4032303,sanctity.vice,0.4032303
219,நயனுடையான் நல்கூர்ந்தா னாதல் செயும்நீர செய்யாது அமைகலா வாறு.,0.54535735,0.45910543,0.47821727,0.4639581,0.5025779,0.4434576,0.51276195,0.4894855,0.5925555,0.55844784,sanctity.virtue,0.5925555
220,ஒப்புரவி னால்வரும் கேடெனின் அஃதொருவன் விற்றுக்கோள் தக்க துடைத்து.,0.43446925,0.45996118,0.43256527,0.49887204,0.46305355,0.42917365,0.49158728,0.3962952,0.47788194,0.57065034,sanctity.vice,0.57065034
221,வறியார்க்கொன்று ஈவதே ஈகைமற் றெல்லாம் குறியெதிர்ப்பை நீர துடைத்து.,0.56341386,0.5172423,0.49685907,0.50978833,0.5556177,0.5044931,0.52768266,0.51012456,0.58476686,0.58639246,sanctity.vice,0.58639246
222,நல்லாறு எனினும் கொளல்தீது மேலுலகம் இல்லெனினும் ஈதலே நன்று.,0.42002305,0.28695455,0.2900402,0.2465567,0.2512274,0.27283806,0.3114853,0.2713732,0.4545763,0.31857175,sanctity.virtue,0.4545763
223,இலனென்னும் எவ்வம் உரையாமை ஈதல் குலனுடையான் கண்ணே யுள.,0.49397457,0.47346842,0.5312239,0.49003604,0.5586277,0.49456793,0.51505613,0.54325384,0.5234306,0.5120226,loyalty.virtue,0.5586277
224,இன்னாது இரக்கப் படுதல் இரந்தவர் இன்முகங் காணும் அளவு.,0.5714609,0.3918364,0.43113786,0.37556297,0.39093676,0.36027944,0.4459473,0.37129763,0.5079175,0.40337792,care.virtue,0.5714609
225,ஆற்றுவார் ஆற்றல் பசிஆற்றல் அப்பசியை மாற்றுவார் ஆற்றலின் பின்.,0.43319008,0.39245737,0.40004802,0.41401553,0.40928525,0.3826117,0.4709511,0.41472325,0.46193296,0.4489802,authority.virtue,0.4709511
226,அற்றார் அழிபசி தீர்த்தல் அஃதொருவன் பெற்றான் பொருள்வைப் புழி.,0.47715545,0.46243346,0.44095987,0.49056593,0.46364647,0.45720345,0.47949386,0.4760396,0.50880075,0.56743044,sanctity.vice,0.56743044
227,பாத்தூண் மரீஇ யவனைப் பசியென்னும் தீப்பிணி தீண்டல் அரிது.,0.3001357,0.29046246,0.21277916,0.21600392,0.25859064,0.20215693,0.2769006,0.2117742,0.35405883,0.3398152,sanctity.virtue,0.35405883
228,ஈத்துவக்கும் இன்பம் அறியார்கொல் தாமுடைமை வைத்திழக்கும் வன்க ணவர்.,0.46710846,0.5293747,0.4429455,0.57746935,0.49882543,0.5159308,0.48778027,0.49864322,0.54379714,0.5852884,sanctity.vice,0.5852884
229,இரத்தலின் இன்னாது மன்ற நிரப்பிய தாமே தமியர் உணல்.,0.5825006,0.6632472,0.5897769,0.61203575,0.63604,0.6043949,0.6271453,0.62204504,0.6512556,0.6927815,sanctity.vice,0.6927815
230,சாதலின் இன்னாத தில்லை இனிததூஉம் ஈதல் இயையாக் கடை.,0.32237107,0.40570664,0.3624199,0.43005377,0.36547297,0.41294596,0.37322104,0.3805139,0.41715497,0.48720682,sanctity.vice,0.48720682
231,ஈதல் இசைபட வாழ்தல் அதுவல்லது ஊதியம் இல்லை உயிர்க்கு.,0.4692887,0.4074831,0.4042461,0.39582193,0.38958034,0.4028076,0.36135173,0.43230522,0.41718107,0.41096118,care.virtue,0.4692887
232,உரைப்பார் உரைப்பவை எல்லாம் இரப்பார்க்கொன்று ஈவார்மேல் நிற்கும் புகழ்.,0.5054597,0.52030385,0.5262241,0.54310846,0.55292004,0.52536815,0.5829985,0.52864015,0.5758133,0.5883349,sanctity.vice,0.5883349
233,ஒன்றா உலகத்து உயர்ந்த புகழல்லால் பொன்றாது நிற்பதொன் றில்.,0.38499102,0.3884253,0.35515144,0.41460934,0.3585288,0.3995982,0.43398422,0.44411224,0.4836487,0.46469572,sanctity.virtue,0.4836487
234,நிலவரை நீள்புகழ் ஆற்றின் புலவரைப் போற்றாது புத்தேள் உலகு.,0.34487808,0.30365062,0.29533452,0.2977658,0.2679562,0.3032264,0.30713123,0.35301685,0.39967453,0.3557409,sanctity.virtue,0.39967453
235,நத்தம்போல் கேடும் உளதாகும் சாக்காடும் வித்தகர்க் கல்லால் அரிது.,0.41241205,0.51594883,0.4143314,0.4248496,0.41183954,0.41726252,0.42291373,0.4256497,0.49353188,0.55911756,sanctity.vice,0.55911756
236,தோன்றின் புகழொடு தோன்றுக அஃதிலார் தோன்றலின் தோன்றாமை நன்று.,0.40742394,0.33689773,0.34596714,0.36628026,0.3048936,0.34060287,0.34740394,0.39269063,0.44642627,0.39277172,sanctity.virtue,0.44642627
237,புகழ்பட வாழாதார் தந்நோவார் தம்மை இகழ்வாரை நோவது எவன்?,0.43009207,0.4909947,0.43367112,0.41752064,0.3891864,0.47316688,0.4187379,0.51112175,0.4630017,0.4730945,authority.vice,0.51112175
238,வசையென்ப வையத்தார்க் கெல்லாம் இசையென்னும் எச்சம் பெறாஅ விடின்.,0.49421883,0.5738246,0.55884206,0.57597184,0.61545724,0.55294687,0.577252,0.57129955,0.5970911,0.64571226,sanctity.vice,0.64571226
239,வசையிலா வண்பயன் குன்றும் இசையிலா யாக்கை பொறுத்த நிலம்.,0.40133998,0.41915375,0.42934012,0.4127789,0.48766524,0.38430458,0.43996656,0.42795888,0.46208704,0.47096926,loyalty.virtue,0.48766524
240,வசையொழிய வாழ்வாரே வாழ்வார் இசையொழிய வாழ்வாரே வாழா தவர்.,0.40661275,0.4295146,0.4504817,0.4591989,0.4663655,0.48292994,0.42620853,0.51969534,0.46364835,0.48234117,authority.vice,0.51969534
241,இல்லறவியல் முற்றிற்று அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம்,0.50773185,0.45798564,0.4583415,0.5308051,0.4929033,0.46232033,0.5350969,0.45717555,0.5610584,0.52626836,sanctity.virtue,0.5610584
242,பூரியார் கண்ணும் உள. நல்லாற்றாள் நாடி அருளாள்க பல்லாற்றால்,0.57133967,0.3936615,0.43027914,0.3661058,0.4220453,0.35952193,0.4815231,0.38051224,0.564401,0.41378915,care.virtue,0.57133967
243,தேரினும் அஃதே துணை. அருள்சேர்ந்த நெஞ்சினார்க் கில்லை இருள்சேர்ந்த,0.60903037,0.5493726,0.53431135,0.57334626,0.5890987,0.5746055,0.6264219,0.5633128,0.6560448,0.59241855,sanctity.virtue,0.6560448
244,இன்னா உலகம் புகல். மன்னுயிர் ஓம்பி அருளாள்வார்க் கு இல்லென்ப,0.43608257,0.3658411,0.37005237,0.36253104,0.3863536,0.40837684,0.409582,0.41109544,0.5017806,0.41557646,sanctity.virtue,0.5017806
245,தன்னுயிர் அஞ்சும் வினை. அல்லல் அருளாள்வார்க்கு இல்லை வளிவழங்கும்,0.6504904,0.6219758,0.5704535,0.53974056,0.5446996,0.57786906,0.5921993,0.6069739,0.6541172,0.61126566,sanctity.virtue,0.6541172
246,மல்லன்மா ஞாலங் கரி. பொருள்நீங்கிப் பொச்சாந்தார் என்பர் அருள்நீங்கி,0.5508766,0.5805876,0.52469236,0.5563952,0.5656333,0.5479245,0.5688443,0.5407685,0.6348656,0.67446136,sanctity.vice,0.67446136
247,அல்லவை செய்தொழுகு வார். அருளில்லார்க்கு அவ்வுலகம் இல்லை பொருளில்லார்க்கு,0.6098772,0.55860347,0.5475142,0.5586227,0.57098114,0.57742834,0.58567035,0.64385647,0.6428982,0.5903411,authority.vice,0.64385647
248,இவ்வுலகம் இல்லாகி யாங்கு. பொருளற்றார் பூப்பர் ஒருகால் அருளற்றார்,0.5125432,0.49449384,0.47576642,0.5168662,0.4924818,0.49458253,0.509257,0.5156622,0.5622859,0.59454954,sanctity.vice,0.59454954
249,அற்றார்மற் றாதல் அரிது. தெருளாதான் மெய்ப்பொருள் கண்டற்றால் தேரின்,0.47483063,0.4699586,0.46627247,0.50657535,0.47487444,0.4868377,0.4883948,0.51816696,0.55849314,0.55814636,sanctity.virtue,0.55849314
250,அருளாதான் செய்யும் அறம். வலியார்முன் தன்னை நினைக்க தான் தன்னின்,0.57949483,0.43763646,0.48061892,0.40883324,0.44723883,0.43108854,0.534536,0.44333565,0.56412494,0.4331463,care.virtue,0.57949483
251,மெலியார்மேல் செல்லு மிடத்து. தன்னூன் பெருக்கற்குத் தான்பிறிது ஊனுண்பான்,0.4001424,0.4199677,0.3543014,0.43867594,0.4619034,0.38510746,0.4393391,0.37011576,0.45189643,0.50426686,sanctity.vice,0.50426686
252,எங்ஙனம் ஆளும் அருள்? பொருளாட்சி போற்றாதார்க்கு இல்லை அருளாட்சி,0.4010926,0.28337693,0.34121668,0.28132367,0.27816248,0.2989605,0.38398156,0.38120028,0.3947016,0.27908963,care.virtue,0.4010926
253,ஆங்கில்லை ஊன்தின் பவர்க்கு. படைகொண்டார் நெஞ்சம்போல் நன்னூக்காது ஒன்றன்,0.5296483,0.5513798,0.52408963,0.5600338,0.5813651,0.5957485,0.5476579,0.6253637,0.5838299,0.59259987,authority.vice,0.6253637
254,உடல்சுவை உண்டார் மனம். ருளல்லது யாதெனின் கொல்லாமை கோறல்,0.46552986,0.54163677,0.45525074,0.39976847,0.46076095,0.45873216,0.44017506,0.48077333,0.51835793,0.5186733,care.vice,0.54163677
255,பொருளல்லது அவ்வூன் தினல். உண்ணாமை உள்ளது உயிர்நிலை ஊனுண்ண,0.4014086,0.4121152,0.3616737,0.39321554,0.39961594,0.3759532,0.3586427,0.41387612,0.4375832,0.4608596,sanctity.vice,0.4608596
256,அண்ணாத்தல் செய்யாது அளறு. தினற்பொருட்டால் கொல்லாது உலகெனின் யாரும்,0.6108481,0.6920557,0.5816164,0.5711948,0.61212885,0.57601756,0.6121764,0.60116154,0.6696379,0.69588697,sanctity.vice,0.69588697
257,விலைப்பொருட்டால் ஊன்றருவா ரில். உண்ணாமை வேண்டும் புலாஅல் பிறிதொன்றன்,0.45322382,0.5130595,0.4589396,0.52293396,0.47215945,0.49031344,0.45357183,0.5277549,0.4741187,0.5685388,sanctity.vice,0.5685388
258,புண்ணது உணர்வார்ப் பெறின். செயிரின் தலைப்பிரிந்த காட்சியார் உண்ணார்,0.40146735,0.45381236,0.3372402,0.3411209,0.3514819,0.30033538,0.36073586,0.3232127,0.40660447,0.45826155,sanctity.vice,0.45826155
259,உயிரின் தலைப்பிரிந்த ஊன். அவிசொரிந் தாயிரம் வேட்டலின் ஒன்றன்,0.4470992,0.46117812,0.3931332,0.4340819,0.46382916,0.40929842,0.45638394,0.4081216,0.502162,0.5409826,sanctity.vice,0.5409826
260,உயிர்செகுத் துண்ணாமை நன்று. கொல்லான் புலாலை மறுத்தானைக் கைகூப்பி,0.5887234,0.53214824,0.48703438,0.4009946,0.47615933,0.4390799,0.49470258,0.43629333,0.58528495,0.5280292,care.virtue,0.5887234
261,எல்லா உயிருந் தொழும். உற்றநோய் நோன்றல் உயிர்க்குறுகண் செய்யாமை,0.5306978,0.52815175,0.48788738,0.48084652,0.5148422,0.48557794,0.47850612,0.52074814,0.56123286,0.58317626,sanctity.vice,0.58317626
262,அற்றே தவத்திற் குரு. தவமும் தவமுடையார்க்கு ஆகும் அதனை,0.5176643,0.42894393,0.45497376,0.4060201,0.45650837,0.42167363,0.5308542,0.43027914,0.60380733,0.4516164,sanctity.virtue,0.60380733
263,அஃதிலார் மேற்கொள் வது. துறந்தார்க்குத் துப்புரவு வேண்டி மறந்தார்கொல்,0.5000738,0.59864926,0.5048585,0.57057035,0.5560742,0.6062947,0.5495311,0.61069125,0.61720043,0.6670565,sanctity.vice,0.6670565
264,மற்றை யவர்கள் தவம். ஒன்னார்த் தெறலும் உவந்தாரை ஆக்கலும்,0.3596089,0.31830728,0.3027501,0.2748828,0.36171317,0.3066552,0.32567272,0.3413979,0.45001435,0.3284406,sanctity.virtue,0.45001435
265,எண்ணின் தவத்தான் வரும். வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம்,0.46615583,0.51473904,0.48801628,0.5282953,0.553465,0.46193632,0.541126,0.45075187,0.57525384,0.57195365,sanctity.virtue,0.57525384
266,ஈண்டு முயலப் படும். தவஞ் செய்வார் தங்கருமஞ் செய்வார்மற் றல்லார்,0.5504466,0.5376867,0.5404632,0.5306072,0.5676643,0.51009417,0.5541854,0.5628693,0.6145909,0.5818437,sanctity.virtue,0.6145909
267,அவஞ்செய்வார் ஆசையுட் பட்டு. சுடச்சுடரும் பொன்போல் ஒளிவிடும் துன்பஞ்,0.45082223,0.5623675,0.4322656,0.5339474,0.45031166,0.49959868,0.49033886,0.4896306,0.51340014,0.58276045,sanctity.vice,0.58276045
268,சுடச்சுட நோற்கிற் பவர்க்கு. தன்னுயிர் தான்அறப் பெற்றானை ஏனைய,0.5290649,0.60566074,0.54823005,0.54581416,0.58837986,0.57081676,0.5781222,0.55823034,0.58422464,0.6050526,care.vice,0.60566074
269,மன்னுயி ரெல்லாந் தொழும். கூற்றம் குதித்தலும் கைகூடும் நோற்றலின்,0.5968441,0.6039797,0.589199,0.59887505,0.6728938,0.6061609,0.6961156,0.6247978,0.6967107,0.6525407,sanctity.virtue,0.6967107
270,ஆற்றல் தலைப்பட் டவர்க்குல். இலர்பல ராகிய காரணம் நோற்பார்,0.4344834,0.45733535,0.45187274,0.49285674,0.4651354,0.4858899,0.5707619,0.5146278,0.50557137,0.4958018,authority.virtue,0.5707619
271,சிலர்பலர் நோலா தவர். வஞ்ச மனத்தான் படிற்றொழுக்கம் பூதங்கள்,0.21385172,0.3431156,0.26577413,0.50576353,0.36087775,0.4966498,0.30944952,0.42379233,0.31323487,0.41878194,fairness.vice,0.50576353
272,ஐந்தும் அகத்தே நகும். வானுயர் தோற்றம் எவன்செய்யும் தன்னெஞ்சம்,0.40374494,0.44324404,0.42757398,0.51875854,0.49203447,0.47694606,0.47394186,0.46755433,0.5042196,0.5292289,sanctity.vice,0.5292289
273,தான்அறி குற்றப் படின். வலியில் நிலைமையான் வல்லுருவம் பெற்றம்,0.6443864,0.7242321,0.63118887,0.5998505,0.6274146,0.59464276,0.66386163,0.5950088,0.6482268,0.6927421,care.vice,0.7242321
274,புலியின்தோல் போர்த்துமேய்ந் தற்று. தவமறைந்து அல்லவை செய்தல் புதல்மறைந்து,0.38279566,0.35141164,0.293605,0.2746725,0.32603866,0.27597892,0.32395634,0.28149313,0.4205578,0.42707893,sanctity.vice,0.42707893
275,வேட்டுவன் புள்சிமிழ்த் தற்று. பற்றற்றேம் என்பார் படிற்றொழுக்கம் எற்றெற்றென்று,0.49885038,0.5744065,0.5023445,0.5560252,0.54929113,0.5440583,0.5659033,0.5556873,0.6093767,0.6999959,sanctity.vice,0.6999959
