verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
59,முடவனை மூர்க்கன் கொன்றால் மூர்க்கனை முனிதான் கொல்லும் மடவனை வலியான் கொன்றால் மறலிதான் அவனைக் கொல்லும் தடவரை முலைமாதே இத் தரணியில் உள்ளோர்க்கு எல்லாம் மடவனை அடித்த கோலும் வலியனை அடிக்கும் கண்டாய்.,0.52755725,0.6204213,0.521889,0.4714192,0.59781885,0.50059485,0.58557093,0.48830596,0.60175127,0.58127546,care.vice,0.6204213
60,பொருள் இல்லார்க்கு இன்பம் இல்லை புண்ணியம் இல்லை என்றும் மருவிய கீர்த்தி இல்லை மைந்தரில் பெருமை இல்லை கருதிய கருமம் இல்லை கதிபெற வழியும் இல்லை பெருநிலம் தனில் சஞ்சாரப் பிரேதமாய்த் திரிகுவாரே.,0.57769287,0.5516526,0.5282313,0.5190195,0.5426904,0.54308414,0.5273675,0.5733346,0.6117079,0.5650233,sanctity.virtue,0.6117079
61,தூம்பினில் புதைத்த கல்லும் துகள் இன்றிச் சுடர் கொடாது பாம்புக்கு பால்வார்த் தென்றும் பழகினும் நன்மை தாரா வேம்புக்கு தேன்வார்த்தாலும் வேப்பிலை கசப்பு மாறா தாம்பல நூல் கற்றாலும் துர்ச்சனர் தக்கோர் ஆகார்.,0.421275,0.3602234,0.33534464,0.30631596,0.32778454,0.2978046,0.33906326,0.3023684,0.45381606,0.43086785,sanctity.virtue,0.45381606
62,கல்லாத மாந்தரையும் கடுங்கோபத் துரைகளையும் காலம் தேர்ந்து சொல்லாத அமைச்சரையும் துயர்க்கு உதவாத் தேவரையும் சுருதி நூலில் வல்லா அந்தணர் தமையும் கொண்டவனோடு எந்நாளும் வலது பேசி நல்லார் போல் அருகிருக்கும் மனைவியையும் ஒருநாளும் நம்பொணாதே.,0.6101671,0.5702391,0.5545229,0.56711435,0.59640986,0.57188404,0.6308836,0.6177169,0.6505507,0.5993464,sanctity.virtue,0.6505507
63,தேளது தீயில் வீழ்ந்தால் செத்திடாது எடுத்தபேரை மீளவே கொடுக்கினாலே வெய்துறக் கொட்டலேபோல் ஏளனம் பேசித் தீங்குற்று இருப்பதை எதிர்கண்டாலும் கோளினர் தமக்கு நன்மை செய்வது குற்றமாமே.,0.5621239,0.4935113,0.5001555,0.46347177,0.49129602,0.44535798,0.49795753,0.41496664,0.5296204,0.5160562,care.virtue,0.5621239
64,அறிவுளோர் தமக்கு நாளும் அரசரும் தொழுது வாழ்வார் நிறையடு புவியில் உள்ளோர் நேசமாய் வணக்கம் செய்வார் அறிவுளோர் தமக்கு யாதோர் அசடது வருமே ஆகில் வெறியரென்று இகழார் என்றும் மேதினி உள்ளோர் தாமே.,0.5057809,0.40524158,0.42089593,0.36523545,0.45974582,0.3972894,0.53459764,0.42668384,0.56578803,0.42729536,sanctity.virtue,0.56578803
65,குரு உபதேசம் மாதர்கூடிய இன்பம் தன்பால் மருவிய நியாயம் கல்வி வயது தான் செய்த தர்மம் அரிய மந்திரம் விசாரம் ஆண்மை இங்கிவைகள் எல்லாம் ஒருவரும் தெரிய ஒண்ணாது உரைத்திடில் அழிந்து போமே.,0.5776905,0.5685698,0.5679921,0.5552187,0.57644045,0.58483934,0.62469596,0.5839889,0.70699155,0.58347905,sanctity.virtue,0.70699155
66,இடுக்கினால் வறுமையாகி ஏற்றவர்க்கு இசைந்த செல்வம் கொடுப்பதே மிகவும் நன்று குற்றமே இன்றி வாழ்வார் தடுத்ததை விலக்கினோர்க்குத் தக்கநோய் பிணிகளாகி உடுக்கவே உடையும் இன்றி உண்சோறும் வெல்லமாமே.,0.5771783,0.45424742,0.46112108,0.46493268,0.4713752,0.4352936,0.46635282,0.4067814,0.49922436,0.4694669,care.virtue,0.5771783
67,மெய்யதை சொல்வாராகில் விளங்கிடும் மேலும் நன்மை வையகம் அதனைக் கொள்வார் மனிதரில் தேவர் ஆவார் பொய்யதை சொல்வாராகில் போசனம் அற்பமாகும் நொய்யர் இவர்கள் என்று நோக்கிடார் அறிஉள்ளோரே.,0.49403352,0.48085397,0.49941728,0.49628875,0.46610746,0.5037977,0.4671762,0.48569936,0.5504935,0.47305107,sanctity.virtue,0.5504935
68,தந்தை உரை தட்டினவன் தாய் உரை இகழ்ந்தோன் அந்தமுறு தேசிகர் தம் ஆணையை மறந்தோன் சந்தமுறு வேத நெறி தாண்டின இந்நால்வர் செந்தழலின் வாயினிடைச் சேர்வது மெய் கண்டீர்.,0.52234113,0.5262934,0.5368578,0.5541764,0.5817518,0.5571525,0.6018501,0.5796112,0.63742614,0.5829206,sanctity.virtue,0.63742614
69,நாரிகள் வழக்கதாயின் நடு அறிந்துரைத்தார் சுத்தர் ஏரிபோல் பெருகி மண்மேல் இருகணும் விளங்கி வாழ்வார் ஓரமே சொல்வாராகில் ஓங்கிய கிளையும் மாண்டு தீரவே கண்கள் இரண்டும் தெரியாது போவர்தாமே.,0.58934534,0.54713094,0.57889056,0.53336,0.61583006,0.5001221,0.6089711,0.5405328,0.6299108,0.6123945,sanctity.virtue,0.6299108
70,துப்புறச் சிவந்தவாயாள் தூய பஞ்சணையின் மீதே ஒப்புறக் கணவனோடே ஓர்லீலை செய்யும் போது கற்பகம் சேர்ந்த மார்பில் கனதனம் இரண்டும் தைத்தே அப்புறம் உருவிற்று என்றே அங்கையால் தடவிப் பார்த்தாள்.,0.5301341,0.49748936,0.44467995,0.4707449,0.4977992,0.43203616,0.50409716,0.44618246,0.5624896,0.58789706,sanctity.vice,0.58789706
71,ஏரிநீர் நிறைந்த போது அங்கு இருந்தன பட்சி எல்லாம் மாரிநீர் மறுத்த போதப் பறவை அங்கிருப்பதுண்டோ? பாரினை ஆளும் வேந்தன் பட்சமும் மறந்தபோதே யாருமே நிலையில்லாமல் அவரவர் ஏகுவாரே.,0.37316453,0.30300134,0.34271458,0.32900506,0.37165332,0.30006152,0.36526585,0.35980475,0.41453615,0.41322654,sanctity.virtue,0.41453615
72,மண்ணார் சட்டி கரத்து ஏந்தி மரநாய் கௌவும் காலினராய் அண்ணார்ந் தேங்கி இருப்பாரை அறிந்தோம் அறிந்தோம் அம்மம்மா! பண்ணார் மொழியார் பால் அடிசில் பைம்பொன் கலத்தில் பரிந்தூட்ட உண்ணா நின்ற போது ஒருவர்க்கு உதவா மாந்தர் இவர்தாமே!,0.47061747,0.3739298,0.34933808,0.32590738,0.42214343,0.30732626,0.41798833,0.3206649,0.43552625,0.4170972,care.virtue,0.47061747
73,மண்டலத்தோர்கள் செய்த பாவம் மன்னவரைச் சேரும் திண்திறல் மன்னர் செய்தீங்கு மந்திரியைச் சேரும் தொண்டர்கள் செய்த தோடம் தொடர்ந்து தம் குருவைச் சேரும் கண்டுஅன மொழியாள் செய்த கன்மமும் கணவர்க் காமே.,0.49438035,0.46234852,0.46956554,0.4117146,0.57088065,0.43978852,0.55454123,0.4254104,0.542781,0.45938903,loyalty.virtue,0.57088065
74,நற்குணம் உடைய வேந்தை நயந்து சேவித்தல் ஒன்று பொற்புடை மகளிரோடு பொருந்தியே வாழ்தல் ஒன்று பற்பலரோடு நன்னூல் பகர்ந்து வாசித்தல் ஒன்று சொற்பெறும் இவைகள் மூன்றும் இம்மையில் சொர்க்கந் தானே.,0.5654458,0.4876523,0.4988972,0.49431157,0.60756856,0.47621387,0.5736035,0.4523002,0.6091255,0.5136007,sanctity.virtue,0.6091255
75,நிட்டையிலே இருந்து மனத் துறவடைந்த பெரியோர்கள் நிமலன் தாளைக் கிட்டையிலே தொடுத்து முத்தி பெருமளவும் பெரிய சுகம் கிடைக்கும் காம வெட்டையிலே மதிமயங்கிச் சிறுவருக்கு மணம்பேசி விரும்பித் தாலி கட்டையிலே தொடுத்து நடுக் கட்டையிலே கிடத்துமட்டும் கவலை தானே.,0.47724158,0.4544077,0.34262416,0.40601945,0.4101965,0.37538505,0.41891068,0.3420773,0.4803154,0.47368833,sanctity.virtue,0.4803154
76,அன்னம் பழித்தநடை லம் பழித்த விழி அமுதம் பழித்த மொழிகள் பொன்னம் பெருத்த முலை கன்னங் கறுத்த குழல் சின்னஞ் சிறுத்த இடை பெண் என் நெஞ்சு உருக்க அவள்தன் நெஞ்சு கற்றகலை என்என்று உரைப்பதினி நான் சின்னஞ் சிறுக்கியவள் வில்லங்கம் இட்டபடி தெய்வங் களுக்கு அபயமே!,0.39020577,0.4279073,0.31123963,0.36773,0.37113595,0.41512692,0.4080088,0.40457204,0.48484713,0.44768992,sanctity.virtue,0.48484713
77,ஆஈன மழைபொழிய இல்லம் வீழ அகத்தடியாள் மெய்நோவ அடிமை சாவ மாஈரம் போகுதென்று விதை கொண்டோட வழியிலே கடன்காரர் மறித்துக் கொள்ளக் கோ வேந்தர் உழுதுண்ட கடமை கேட்கக் குருக்கள் வந்து தட்சணைக்குக் குறுக்கே நிற்கப் பாவாணர் கவிபாடிப் பரிசுகேட்க பாவிமகன் படுந்துயரம் பார்க்கொணாதே.,0.58165914,0.53746295,0.49500498,0.46659738,0.5273868,0.49640733,0.5675155,0.47896975,0.60150576,0.5571471,sanctity.virtue,0.60150576
78,தாய் பகை பிறர் நட்பாகில் தந்தை கடன்காரன் கில் மாய் பகை மனைவி யாகும் மாஅழகு உற்றபோது பேய் பகை பிள்ளை தானும் பெருமைநூல் கல்லா விட்டால் சேய் பகை ஒருவர்க்காகும் என்றனர் தெளிந்த நூலோர்.,0.56125236,0.4663601,0.4968995,0.43888065,0.5698596,0.44616187,0.54255676,0.4186207,0.5178386,0.46887234,loyalty.virtue,0.5698596
79,நிலை தளர்ந்திட்ட போது நீள்நிலத்து உறவுமில்லை சல மிருந்து அகன்றபோது தாமரைக்கு அருக்கன் கூற்றம் பல வனம் எரியும்போது பற்று தீக்கு உறவாம் காற்று மெலிவது விளக்கே கில் மீண்டும் அக் காற்றே கூற்றம்.,0.49111724,0.44965768,0.4467441,0.4269601,0.4708632,0.41583526,0.4611321,0.48516524,0.55042994,0.55822533,sanctity.vice,0.55822533
80,மடுத்த பாவாணர் தக்கோர் மறையவர் இரப்போர்க்கு எல்லாம் கொடுத்து யார் வறுமை உற்றார் கொடாது வாழ்ந்தவர் ஆர் மண்மேல் எடுத்து நாடாண்ட நீரும் எடாத காட்டகத்து நீரும் அடுத்த கோடையிலே வற்றி அல்லதில் பெருகும்தானே.,0.5321547,0.49067163,0.46557665,0.45582125,0.5031047,0.44149756,0.5173335,0.46990657,0.5678699,0.55537176,sanctity.virtue,0.5678699
81,உணங்கி ஒருகால் முடமாகி ஒரு கண்இன்றிச் செவி இழந்து வணங்கு நெடுவால் அறுப்பு உண்டு மன்னு முதுகில் வயிறு ஒட்டி அணங்கு நலிய மூப்பெய்தி அகல் வாயோடு கழுத்தேந்திச் சுணங்கன் முடுவல் பின்சென்றால் யாரைக் காமன் துயர் செய்யான்?,0.60395527,0.61423767,0.52796316,0.5130702,0.56491154,0.52125883,0.57338053,0.5089487,0.62707996,0.6407019,sanctity.vice,0.6407019
82,கன்மனப் பார்ப்பார் தங்களைப் படைத்துக் காகத்தை என்செயப் படைத்தாய்? துன்மதி வணிகர் தங்களைப் படைத்துச் சோரரை என்செயப் படைத்தாய்? வன்மன வடுகர் தங்களைப் படைத்து வானரம் என்செயப் படைத்தாய்? நன்மனை தோறும் பெண்களைப் படைத்து நமனையும் என்செயப் படைத்தனையே?,0.6080068,0.60516566,0.58887947,0.60353017,0.6916052,0.5886388,0.67052233,0.58409023,0.68838096,0.664974,loyalty.virtue,0.6916052
83,உண்ணல் பூச்சூடல் நெஞ்சு உவத்தல் ஒப்பனை பண்ணல் எல்லாம் அவர் பார்க்கவே அன்றோ? அண்ணல் தம் பிரிவினை அறிந்தும் தோழிநீ மண்ண வந்தனை இது மடமை ஆகுமால்.,0.49426156,0.4707675,0.42529038,0.47240323,0.4984602,0.43354106,0.456161,0.46344253,0.53292143,0.5341597,sanctity.vice,0.5341597
84,கோளரி அடர்ந்த காட்டில் குறங்கில் வைத்து அமுதம் ஊட்டித் தோளினில் தூக்கி வைத்துச் சுமந்து பேறா வளர்ந்த ஆளனைக் கிணற்றில் தள்ளி அழகிலா முடவர் சேர்ந்தாள் காள நேர் கண்ணினாரைக் கனவிலும் நம்பொணாதே.,0.4596672,0.43833947,0.39415675,0.47026783,0.4641094,0.40809453,0.46241343,0.42206085,0.5008031,0.56916416,sanctity.vice,0.56916416
85,சேய் கொண்டாரும் கமலச் செம்மலுடனே அரவப் பாய் கொண்டாரும் பணியும் பட்டீசுரத் தானே நோய் கொண்டாலும் கொளலாம் நூறுவயது ஆமளவும் பேய் கொண்டாலும் கொளலாம் பெண்கொள்ளல் ஆகாதே.,0.54159784,0.50185907,0.47471312,0.4730716,0.5278431,0.43834352,0.52569807,0.4169925,0.5682464,0.54860866,sanctity.virtue,0.5682464
86,நானம் என்பது மணம் கமழ் பொருளது நாவில் உண்பதுவோ சொல்? ஊன் உணங்குவோய் மடந்தையர் அணிவதே உயர்முலைத் தலைக் கோட்டில் ஆனது அங்கது பூசினால் வீங்கவது அமையுமோ எனக் கேட்க கான வேட்டுவச் சேரி விட்டு அகன்றனர் கடி கமழ் விலை வாணர்.,0.33798733,0.35365355,0.27438527,0.33019435,0.33229125,0.29709718,0.3238674,0.32609284,0.39842132,0.44706702,sanctity.vice,0.44706702
87,கொண்டு விண்படர் கருடன் வாய்க் கொடுவரி நாகம் விண்ட நாகத்தின் வாயினில் வெகுண்ட வன்தேரை மண்டு தேரையின் வாயினில் அகப்படு வண்டு வண்டு தேன்நுகர் இன்பமே மானிடர் இன்பம்.,0.383435,0.36772978,0.3129517,0.38749987,0.41168422,0.36276796,0.41394073,0.34900874,0.41850424,0.45595875,sanctity.vice,0.45595875
88,கற்பூரப் பாத்தி கட்டிக் கஸ்தூரி எருப்போட்டுக் கமழ்நீர் பாய்ச்சிப் பொற்பூர உள்ளியினை விதைத்தாலும் அதன் குணத்தைப் பொருந்தக் காட்டும் சொற் போதையருக்கு அறிவுஇங்கு இனிதாக வருமெனவே சொல்லி னாலும் நற்போதம் வாராது அங்கு அவர் குணமே மேலாக நடக்கும் தானே.,0.43083185,0.43809688,0.4063679,0.39362663,0.3992316,0.35066733,0.41507664,0.39314792,0.4815091,0.51479787,sanctity.vice,0.51479787
89,தண்டுலாவிய தாமரைப் பொய்கையில் மொண்டு நீரை முகத்தருகு ஏந்தினாள் கெண்டை கெண்டை எனக்கரை ஏறினாள் கெண்டை காண்கிலள் நின்று தயங்கினாள்       .,0.30985886,0.2267629,0.18364625,0.22795114,0.216199,0.18751757,0.2804883,0.19588867,0.32441276,0.3064093,sanctity.virtue,0.32441276
90,மருவு சந்தனக் குழம்பொடு நறுஞ்சுவை நலம்பெற அணிந்தாலும் சருவ சந்தேக மனமுள மாதரைத் தழுவலும் காதே பருவதங்கள் போல் பலபல நவமணிப் பைம்பொனை ஈந்தாலும் கெருவம் மிஞ்சிய மானிடர் தோழமை கிட்டலும் ஆகாதே.,0.45905483,0.41096592,0.37910476,0.38674983,0.45031083,0.35296798,0.43246657,0.3827626,0.503564,0.5018509,sanctity.virtue,0.503564
91,நிலைத்தலை நீரில் மூழ்கி நின்றவள் தன்னை நேரே குலைத்தலை மஞ்ஞை கண்டு கூ எனக் காவில்ஏக முலைத்தலை அதனைக் கண்டு மும்மதக் கரிவந்துற்ற தலைத்தலைச் சிங்கம் என்று அக்களிறு கண்டு ஏகிற்றம்மா.,0.52874315,0.5169185,0.44737685,0.46882954,0.5084439,0.44686645,0.55018353,0.46850458,0.5887516,0.6027287,sanctity.vice,0.6027287
92,கரி ஒரு திங்கள் ஆறு கானவன் மூன்றுநாளும் இரிதலைப் புற்றில் நாகம் இன்று உணும் இரை ஈதென்று விரிதலை வேடன் கையில் வில்குதை நரம்பைக் கவ்வி நரியனார் பட்ட பாடு நாளையே படுவர் மாதோ.,0.50550795,0.49235374,0.4584697,0.45123166,0.5414767,0.42013776,0.5288589,0.42447972,0.530208,0.53048015,loyalty.virtue,0.5414767
93,பூதலத்தில் மானிடராய்ப் பிறப்பது அரிதெனப் புகல்வர் பிறந்தோர் தாமும் ஆதிமறை நூலின் மறைஅருள் கீர்த்தியாம் தலங்கள் அன்பாய்ச் சென்று நீதி வழுவாத வகை வழக்குரைத்து நல்லோரை நேசம் கொண்டு காதவழி பேரில்லார் கழுதை எனப் பாரில் உள்ளோர் கருதுவாரே.,0.50994885,0.42707723,0.4559397,0.4036673,0.5102526,0.4510429,0.45833364,0.48178118,0.52274513,0.46663436,sanctity.virtue,0.52274513
94,ஆரம் பூண்ட மணிமார்பா அயோத்திக்கு அரசே அண்ணா கேள் ஈரம் இருக்க மரம் இருக்க இலைகள் உதிர்ந்த வாரேது வாரம் கொண்டு வழக் குரைத்து மண்மேல் நின்று வலிபேசி ஓரம் சொன்ன குடியது போல் உதிர்ந்து கிடக்கும் தம்பியரே.,0.41999543,0.32639375,0.32846588,0.3355536,0.33302754,0.32201755,0.3955068,0.32811224,0.46667218,0.4194973,sanctity.virtue,0.46667218
95,வல்லியம் தனைக் கண்டு அஞ்சி மரம்தனில் ஏறும் வேடன் கொல்லிய பசியைத் தீர்த்து ரட்சித்த குரங்கைக் கொன்றான் நல்லவன் தனக்குச் செய்த நலமது மிக்கதாகும் புல்லர்கள் தமக்குச் செய்தால் உயிர்தனைப் போக்குவாரே.,0.5608337,0.5152909,0.45525455,0.41989037,0.4716066,0.4385279,0.5025668,0.39168304,0.52110475,0.4867447,care.virtue,0.5608337
96,தன்மானம் குலமானம் தன்னை வந்து அடைந்த உயிர் தங்கள் மானம் என்மான மாகில் என்ன எல்லவரும் சரிஎனவே எண்ணும் போந்து நன்மானம் வைத்தெந்த நாளுமவர் தங்களுக்கு நன்மை செய்வோர் மன்மானி அடைந்தோரைக் காக்கின்ற வள்ளல் என வழுத்தலாமே.,0.71898913,0.53911245,0.5929472,0.4952554,0.6152491,0.52454567,0.63675606,0.49385476,0.6625774,0.52055,care.virtue,0.71898913
97,தன்னைத் தான் புகழ்வோரும் தன்குலமே பெரி தெனவே தான் சொல்வோரும் பொன்னைத் தான் தேடி அறம் புரியாமல் அவைகாத்துப் பொன்றி னோரும் மின்னலைப் போல் மனையாளை வீட்டில் வைத்து வேசை சுகம் விரும்பு வோரும் அன்னை பிதா பாவலரைப் பகைப் போரும் அறிவிலாக் கசடர் ஆமே!,0.58080363,0.5737525,0.53826034,0.5804446,0.6188613,0.6134968,0.60194933,0.62758434,0.6373098,0.59793377,sanctity.virtue,0.6373098
98,பெண்டுகள் சொல் கேட்கின்ற பேயரேனும் குணமூடப் பேடி லோபர் முண்டைகளுக்கு இணையிலா முனைவீரர் புருடரென மொழியணாதே உண்டுலகம் உதிப்பாருள் கீர்த்தியறம் இன்னதென உணர்வே இல்லார் அண்டினவர் தமைக் கெடுப்பார் அழி வழிக்கே செய்தவர் அறிவு தானே.,0.59611416,0.639915,0.5749393,0.6018518,0.66884446,0.60212135,0.6189327,0.6186705,0.647969,0.6633868,loyalty.virtue,0.66884446
99,பொல்லார்க்கும் கல்வி வரில் கருவம் உண்டாம் அதனோரு பொருளும் சேர்ந்தால் சொல்லாதும் சொல்ல வைக்கும் சொற் சென்றால் குடி கெடுக்கத் துணிவர் கண்டாய் நல்லோர்க்கு இம்மூன்று குணம் உண்டாகில் அருளதிக ஞானம் உண்டாய் எல்லார்க்கும் உபகாரராய் இருந்து பரகதியை எய்து வாரே.,0.46199465,0.38965434,0.4063095,0.3947119,0.48597848,0.39130616,0.4464255,0.41298938,0.45584375,0.42191213,loyalty.virtue,0.48597848
100,உந்தியின் சுழியின் கீழ் சேருரோமமாம் கரியநாகம் சந்திரன் எனவே எண்ணித் தையலாள் முகத்தை நோக்க மந்திர கிரிகள் விம்மி வழிமறித் திடுதல் கண்டு சிந்துரக் கயற் கண்ணோடிச் செவிதனக்கு உரைத்ததம்மா.,0.53763914,0.54122674,0.49618283,0.55493385,0.5454817,0.5251996,0.6017211,0.5086381,0.62991,0.6142451,sanctity.virtue,0.62991
101,மாகமா மேடை மீதில் மங்கை நின்று உலாவக் கண்டு ஏகமா மதி என்றெண்ணி இராகு வந்துற்ற போது பாகுசேர் மொழியினாளும் பற்றியே பாதம் வாங்கத் தோகைமா மயில் என்றெண்ணித் தொடர்ந்த ரா மீண்டதன்றே.,0.40526706,0.35385525,0.38286906,0.4325295,0.45673907,0.41310847,0.48161116,0.41615653,0.46257228,0.45471504,authority.virtue,0.48161116
102,சலதாரை வீழு நீரும் சாகரம் தன்னைச் சார்ந்தால் குலம் என்றே கொள்வதல்லால் குரைகடல் வெறுத்ததுண்டோ? புலவர்கள் சபையில் கூடிப் புன்கவியாளர் சார்ந்தால் நலமென்றே கொள்வதல்லால் நவில்வரோ பெரியோர் குற்றம்?,0.42314667,0.4174047,0.43082076,0.37377253,0.43652952,0.4236396,0.4169431,0.48754767,0.4879349,0.46069658,sanctity.virtue,0.4879349
103,கார் எனும் குழல்கள் தப்பிக் கடுஞ்சிலை வாளிதப்பி மேரு என வளர்ந்து நின்ற வேழத்தின் கோடு தப்பித் தாருறு கரிய ரோமச் சங்கிலி வழியே சென்று சீரிய தென வளர்ந்த செல்வன் அல்குலில் கைவைத்தான்.,0.47860205,0.43097305,0.43193656,0.46871895,0.5403187,0.46380872,0.5430613,0.4605707,0.5061834,0.49964115,authority.virtue,0.5430613
104,உண்டதை ஒழிக்கும் வாசல் ஓரம் நீர் ஒழித்து மேலே வண்டலும் அழுக்கும் சேரும் உதிரமும் மாறா வாசல் உண்டதன் இருப்பைக் கண்டு பெருங்களி உள்ளம் கொண்டு கண்டனர் இளைஞர் எல்லாம் கதிஎனக் கருதுவாரே.,0.36146653,0.3683506,0.28885615,0.34190387,0.41652685,0.33724785,0.3594127,0.3531257,0.415509,0.4543589,sanctity.vice,0.4543589
105,கரந்தொருவன் கணை தொடுக்க மேற்பறக்கும் இராசாளி கருத்தும் கண்டே உரைந்து சிறு கானகத்தில் உயிர்ப் புறா பேடு தனக்கு உரைக்கும் காலை விரைந்து விடம் தீண்ட உயிர் விடும் வேடன் கணையால் வல்லூறும் வீழ்ந்தது தரன் செயலே வதல்லால் தன் செயலால் வதுண்டோ அறிவுள் ளோரே.,0.5597594,0.60835767,0.5411761,0.53679514,0.57096004,0.5551859,0.60388947,0.57612514,0.6057059,0.6425172,sanctity.vice,0.6425172
106,கொல்உலை வேல் கயல்கண் கொவ்வை அம் கனிவாய்மாதே நல்லணி மெய்யில் பூண்டு நாசிகாபரணி மீதில் சொல்லதிற் குன்றி தேடிச் சூடியது என்னோ என்றான் மெல்லியல் கண்ணும் வாயும் புதைத்தனள் வெண்முத்தென்றாள்.,0.4734313,0.48027864,0.41320962,0.42371964,0.45885062,0.41645545,0.45901188,0.4197119,0.5509158,0.5648775,sanctity.vice,0.5648775
107,அருகில் இவளருகில் இவளருகில் வர உருகும் கரிய குழல் மேனியவள் கானமயில் சாயல் பெரிய தனம் இடை சிறிது பேதை இவள் ஐயோ தெருவில் இவள் நின்ற நிலை தெய்வம் எனலாமே.,0.3632963,0.33568215,0.30711707,0.31927246,0.33897877,0.29226542,0.4042936,0.30501544,0.44980198,0.38042325,sanctity.virtue,0.44980198
108,அலகு வாள்விழி யிழை நன் னுதல் திலகம் கண்டெதிர் செஞ்சிலை மாரனும் கலகமே செய்யும் கண் இதுவாம் என மலர் அம்பு ஐந்தையும் வைத்து வணங்கினான்.,0.5148864,0.51774734,0.4788649,0.48713982,0.55187035,0.5316159,0.5488622,0.53773355,0.5942972,0.5264396,sanctity.virtue,0.5942972
109,குரங்கு நின்று கூத்தாடிய கோலத்தைக் கண்டே அரங்கு முன்புநாய் படிக் கொண்டாடிய அதுபோல் கரங்கள் நீட்டியே பேசிய கசடரைக் கண்டு சிரங்கள் ஆட்டியே மெச்சிடும் அறிவிலார் செய்கை.,0.47048765,0.53123343,0.50300974,0.47862217,0.55180633,0.47944784,0.5529543,0.5203826,0.5355143,0.58291495,sanctity.vice,0.58291495
110,வில்லது வளைந்த தென்றும் வேழமது உறங்கிற்றென்னும் வல்லியம் பதுங்கிற் றென்னும் வளர்கடா பிந்திற்றென்னும் புல்லர் தம் சொல்லுக்கு அஞ்சிப் பொறுத்தனர் பெரியோர் என்று நல்ல தென்றிருக்க வேண்டா நஞ்செனக் கருதலாமே.,0.55675876,0.5032863,0.46116602,0.4434693,0.50666225,0.47554296,0.5028386,0.4868195,0.5644179,0.5197097,sanctity.virtue,0.5644179
111,சலந்தனில் கிடக்கும் ஆமை சலத்தை விட்டு அகன்ற போது கொலைபுரி வேடன் கண்டு கூரையில் கொண்டு செல்ல வலுவினால் அவனை வெல்ல வலுவொன்றும் இல்லை என்றே கலை எலி காகம் செய்த கதை என விளம்புவாயே.,0.34570655,0.41235864,0.3529593,0.36236072,0.37754887,0.37895912,0.37902817,0.37536943,0.40922022,0.49520642,sanctity.vice,0.49520642
112,நிலமதில் குணவான் தோன்றின் நீள் குடித்தனரும் வாழ்வார் தல மெலாம் வாசம் தோன்றும் சந்தன மரத்திற்கு ஒப்பாம் நலமிலாக் கயவன் தோன்றின் குடித்தனம் தேசம் பாழாம் குலமெலாம் பழுது செய்யும் கோடரிக் காம்பு நேராம்.,0.33729565,0.2911424,0.28414196,0.28984797,0.3171806,0.25685945,0.31835636,0.26510894,0.38341832,0.4097391,sanctity.vice,0.4097391
113,உயிரனை யானுடன் கலந்த உளவறிந்து ஈண்டு எனை மணந்தோன் உடன்று இச் செய்கை செயல் என என்று இலை மறைகாய் எனத் தணவாது அவ்விரு வகையும் தீது என்று அயல் விழியாய் மயல் பொது ஊழ்வலித்தினும் பெண் மதி எனதுவும் ஊழின் இயல் என வள்ளுவர் உரைத்தார் சான்று நீ எனப் புகன்றேன் இன்புற்றானே.,0.6163996,0.54412127,0.5558859,0.5395417,0.63581634,0.51300627,0.6191863,0.5192232,0.6754049,0.6158377,sanctity.virtue,0.6754049
114,நட்பிடைக் குய்யம் வைத்தார் பிறர்மனை நலத்தைச் செய்வார் கட்புடை காமத் தீயார் கன்னியை விலக்கினோரும் அட்டுடன் அஞ்சுகின்றோர் ஆயுளும் கொண்டு நின்று குட்ட நோய் நரகில் வீழ்ந்து குளிப்பவர் இவர்கள் கண்டாய்.,0.6162697,0.50428945,0.46434566,0.4846351,0.56687486,0.48726678,0.52018243,0.433359,0.5513611,0.544954,care.virtue,0.6162697
115,மதியிலா மறையோன் மன்னர் மடந்தையை வேட்கையாலே ருதுவது காலந்தன்னில் தோடம் என்று உரைத்தே ஆற்றில் புதுமையாய் எடுத்த போது பெட்டியில் புலி வாயாலே அதிருடன் கடி உண்டு அன்றே அருநரகு அடைந்தான் மாதோ.,0.41234162,0.3561291,0.34051526,0.35169402,0.3893607,0.34184614,0.46827945,0.36974478,0.49134946,0.44106507,sanctity.virtue,0.49134946
116,மையது வல்லியம் வாழ் மலைகுகை தனில் புகுந்தே ஐயமும் புலிக்குக் காட்டி அடவியில் துரத்தும் காலை பையவே நரி கோளாலே படுபொருள் உணரப்பட்ட வெய்ய அம் மிருகம் தானே கொன்றிட வீழ்ந்த்தன்றே.,0.39291364,0.49591577,0.4152215,0.42752525,0.47914797,0.42016432,0.48610637,0.41599464,0.4881677,0.54210055,sanctity.vice,0.54210055
