paragraph_num,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
32,"32 ಜನಪದ ಕಥೆಗಳು
ಏಳ್‌ಜನ ಗಂಡ್‌ಮಕ್ಕು, ಏಳ್‌ಜನ ಸೊಸೆದೀರು, ಬಾಳ ಅನ್ಯೂಲ್ವಾಗ್‌ ನೆಡೆತಿದೆ. ಯಾವ್‌
ಕೆಲ್ಲಇದ್ರೂ ಇಲ್ಲಂತೆ ಆಯ್ತದೆ. ಸ್ವಾಮಿ ನಮ್ಮಲ್ಲಿ ಆರ್‌ತ್ಕಾಅಕ್ಷತೆ ಮಾಡ್ಬೇಕಾಗಿದೆ. ನಿಮ್‌
ಸೊಸೆದೀರ್‌ ಕರ್ಯೊಂಡೋಗಕೋಸ್ಕರ ಬಂದಿದ್ದೀನಿ ಸ...",0.009569377990430622,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.0,0.004784688995215311,0.0,care.virtue,2
33,"ಜಂಬೂರು ನಾಗೇಗೌಡರು 33
ಸರಿ, ಐದ್ಗಂಟೆಗೆ ಬಂದ್ರು. ಇವ್ನ್‌ ಅಷ್ಟುತ್ಲಾಗ್ಲೇಯಾ ಕದ ಹಾಕ್ಟುಟ್ಟು, ಮಲಗ್ಸು
ಬಿಟ್ಟವೈ, ಮಾರಾಣಿ ಮಗುನ್ನ.
ಆಮೇಲೆ ಎಲ್ಲಮ್ಮಾ ಯಾತವಮ್ಮಾ ಬಂದ್ಲು. ಬನ್ನಿ ತಾಯಿ ಬನ್ನಿ
ಕದನೂಕಿದ್ದು ಈಯಮ್ಮ, ಎಲ್ಲಿ ಅರತ್ಯಾಕ್ಟದಿ? ಪಾ...",0.009259259259259259,0.0,0.0,0.009259259259259259,0.0,0.0,0.009259259259259259,0.0,0.009259259259259259,0.0,care.virtue,2
34,"34 ಜನಪದ ಕಥೆಗಳು
ರಾಜನ್ಮನೆಗ್‌ ತಿಂದು ಬಡಾಬಡಾಂತ ಉಚ್ತಳೆ ನೋಡು ಅಂದ. ಅಪ್ಪಾಸಿನ್‌ ಮನ್ಸೋಗೆ
ಇಲ್ಲ, ನೀರ್‌ ಕುಡ್ಡೇ ಅಂದ. ""ನಿನ್ನಕ್ಕನ್‌ ಚಿಟ್ನಾಕುಟ್ಟಾ ಬಾ' ಹೊತ್ತು ಅಂದ.
ಜಡ್ಡಿದ್ದೆ ಎಳೆದ. ಲಟ್ನ ತಗುಲ್‌ ಬುಡ್ತು A ಪಲ ನನ್ನೆ ಕೈಕೊಟ್ಟುಟ್...",0.008733624454148471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004366812227074236,care.virtue,2
35,"ಜಂಬೂರು ನಾಗೇಗೌಡರು 35
ಮನೇಲಿ ಬಿದ್ದಿ ದಾನೆ. ಆಯಮ್ಮಂಗೆ ಮೊದ್ಲೇ ಗಂಡನ್‌ ಸುಖನೂ ಇಲ್ಲ. ಆಗೇನ್ಮಾಡ್ಬುಟ್ಫು?
ತಣ್ಣೀರುಯ್ಯಂಡು ಸ್ನಾನಾ ಮಾಡಕಂಡು ಮನೆ ಪ್ರದಕ್ಷಿಣೆ ತನ್ನ ಪತಿ ಪಾದ ನೆನ್ಶಂಡು
ಒಂದ್‌ ಗಡ್ಲೆ ಒಳೀಕ್‌ ಒಂದ್‌ ಕುಂಬ್ಳು ಬೀಜ ಹಾಕಿ, ...",0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038461538461538464,0.0038461538461538464,care.virtue,4
36,"36 ಜನಪದ ಕಥೆಗಳು
ನನ್‌ಮಗ್ಗೆ, ಅರ್ಮನ್ನೆ ಉಪ್ಪಿನ್ಕಾಯಾಗ್ಬೇಕೋ ಅಷ್ಟು ಮರುದ್ವೇಲೆ ಉಪ್ಪಿನ್ಯಾಯಿ ಆಗ್ಲಿ
ಅಂದ್ಲು. ರಾಜು ನಮನ್ನೆ ಆಗೋವಷ್ಟು ಗಿಡುದ್ದೇಲೆ ಉಪ್ಪಿನ್ಯಾಯಿ ಆಗಿತ್ತು. ಬಂದ್ರು.
ಒಡ್ಕೊಂಡೋಗಿ, ಗಿಡ ಒಡ್ಕೊಂಡೋಗಿ, ನಿಂ ಊಟುಕ್‌ ಬೇಕು ...",0.042735042735042736,0.004273504273504274,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.004273504273504274,care.virtue,10
37,"ಜಂಬೂರು ನಾಗೇಗೌಡರು 37
ನಾಗ್ಮಂಗಲ್ಪ ಕೆನೆಸುಣ್ಣ ತಗಂಡೋಗಿ ವೀಳ್ಯ ಕೊಟ್ಲು. ವೀಳ್ಯ ಆಕ್ಕಂಡಾದ್ವೇಲೆ,
ಏನೇಳುದ್ರು, ಮಾವಾವ್ರೈೆ 9) ಅರಗಿಣಿ, ಮರಗಿಣಿ ಹೇಳಿದ್ರು ತಾಯಿ.
ಮರ್ರ್‌ಬಿಟ್ಟಿದ್ದೀನಿ ಕಣವ್ವಾ ಅಂದ್ರು. ಹ್ಯಾಗೆ ಮಾಡ್ಬೇಕು? ನಡಿ, ಗಾಜಿನ್...",0.004672897196261682,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.014018691588785047,0.0,sanctity.virtue,3
38,"38 ಜನಪದ ಕಥೆಗಳು
ಕಾಲ್ಲಗಿತ್ತು. ಕೋಟೆ, ಕೋಟೆ ಸುತ್ತ ರಾಡ್‌ ಬಾಕ್ಷ ಮಾಡಿ, ರಾತಿನಾಗ ಪಟೇಲ
ಬಾಗ್ಲಾಕ್ಬುಟ್ರೆ, ಇನ್ನ ಬೆಳ್ಳರ್ದಗ್ಗೆಯಾ ರಾಡ್‌ ಬಾಕ್ಸು ತೆಗಿಯದು. ವಳ್ಗಡೇಲೆ ಆಗದು,
ಕೋಟೆ ಒಳ್ಗೆ ಇರದು ರಾಜನ್‌ ಕಾಲ್ಚಗೆ. ರೀತಿಯಾಗೇನ್ಮಾಡ್ಬುಟ್ರ...",0.016260162601626018,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.0,care.virtue,4
39,"ಗುಲಗಂಜಿ ಮಾದೇವಿ 39
ಪತುವ್ರತೆಯಿಂದ ಸ್ವಾಮಿ ಹುಟ್ರನೆ, ಸ್ವಾಮಿ ಮುಳುಗ್ಮನೆ ತಾಯಿ, ಬಂದಂತ
ಪುಣ್ಯಾತ್ಮರೆಲ್ಲಾ ಆಶ್ರಯಿಸಿ, ಅವ್ರುಗೆ ಏನೇನು ಬಹುಮಾನಗೂಳ ಕೊಡ್ಬೇಕೋ ಕೊಟ್ಟು,
ಇವ್ನು, ಯಾರು ? ರಾಜುನ್‌ಮಗ, ಕೊಟ್ಟ್‌ ಕಳುಸ್ಬುಟ್ಟ.
ಅರ್ಡನೆ ಒಳ್ಳೆ...",0.005291005291005291,0.0,0.0,0.005291005291005291,0.0,0.0,0.010582010582010581,0.0,0.005291005291005291,0.0,authority.virtue,2
40,"40 ಜನಪದ ಕಥೆಗಳು
ಮೂಡ ಮಾಲ್ಲಾಡಕೆ ಯಾಪಾರೈ ಹೊಗ್ಗೇವಿ' ಅಂದ್ರು. ಅಯ್ಯೋ ನನ್ಮಕ್ಸ ನಿಮಗೆ ಯಾಪಾರ
ಮಾಡೋದು ಗೊತ್ತಾ ? ಯಾತುಗೆ ಬೇಕು ನಿಮಗೆ? ಇನ್ನೊಂದಿಷ್ಟು ಓದಿ ನೀವೇನಾರ
ಒಂದ್‌ ನಾಕ್ರೆ ತಗಂದ್ರೆ ಕಣ್ಣೆದಿ ಿಗೆ ಇರ್ವಿರ್ರಪಾ... SE ಇಂ ಬ್ಯಾಡ' ...",0.008,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,authority.virtue,3
41,"ಗುಲಗಂಜಿ ಮಾದೇವಿ 41
""""ಏನಾಕತಜ್ಜಿ ಇದಕ್ಕೆ ಬೆಲೆ ?'' ಅಂದ.
“ತಮ್ಮ ಇದುಕೊಂದ್‌ ಸಾವ್ರ ರೂಪಾಯಿ ಅಕತೆ ನೋಡು' ಅಂತು ಅಜ್ಜಿ. ಸಾವ್ರ
ರೂಪಾಯಿ ಲಾಭ ಬಂದುದ್ದಿತ್ತಲ್ಲ? ಅದುನ್‌ ಕೊಟ್ಟು ತಗಂದ ಗುಲಗಂಜೀನ. ತಗಂದ್‌
ಬಂದು, ಬಸ್‌ಸ್ಟಾಂಡಿಗೆ ಕೂಡೈೆಂದ್...",0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.008438818565400843,0.0,authority.virtue,3
42,"42 ಜನಪದ ಕಥೆಗಳು
ಓದಕಾದ್ರೆ ಓದು, ಓದಲುದ್ರೆ ಇರುವಂತೆ ಬಾ' ಅಂತಂದು ಆಕೆನ್ನ ಅಣ್ಣಾರಂಗ
ಆಕೆನ್ನು ಓದ್ದಾಕ್‌ ಹಾಕಿದ್ರು.
ಒಂದೀಟ್‌ ಹಿಂಗೆ ತಿಳಿಯಂಗಾಗಮುಟ ಓದಿದ್ದು. ಆಕಿಗೇನ್‌ ದೇವ್ರು ಬುದ್ದಿಕೊಟ್ನೊ
ಏನೊ ಅವರಪ್ಪಗೆ ಕೇಳಿದ್ದು -
""ಅಪ್ಪಾ ಅಣ್ಣ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
43,"ಗುಲಗಂಜಿ ಮಾದೇವಿ ೯ 43
ಹೊಗಿವಂತಿ' ಆಂತ ಬಾರಿ ತರವಾಗಿ ಹೇಳ್ತು ಆಮಜ್ಜಿ, “ಅಲ್ಲಜ್ಜಿ! ಹೇಳು ಏನ್‌ ಮಾಡ್ತಾಳೆ ಆಕಿ
ನೋಡಾನ? ಆಕೆ ಹೆಂಗ ಸೋಲ್ವಾಳಜ್ಜಿ-' ಎಲ್ಲ ಕೇಳಿದ್ದು. ಆಕೆಎಲ್ನ್‌ ಇಲಿ
ಹಿಡ್ಕಂಡು ವಡ್ಲಾಗ ಕಟಿಗೆಂದಾಳೆ. ಒಂದ್‌ ಬೆಕ್ಕ ಸಾಕೆಂದ...",0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0044444444444444444,0.013333333333333334,authority.virtue,3
44,"44 ಜನಪದ ಕಥೆಗಳು
ಇವು ಪರ್ದಾನಿ ರಾಜ ಇಕೆನ್ನೋಡಿ ಪರ್ದಾನಿ ಈಕೆ ಹೆಂಗ್ಸು ಅಂತನ್ನನು. ರಾಜ ""ಏ
ನಮ್ಮಂಗೆ ಬಟ್ಟೆ ಹಕ್ಕೆಂದ್‌ ಓಡ್ತಾಡ್ತಾನೆ, ಹೆಂಗ್ಸಾಗಿದ್ರೆ ಹಿಂಗ್‌ ಓಡಾಡ್ತುದ್ದ ಗಂಡ್ಸು
ಬಿಡಲೇ' ಇಬ್ರಾಳಿಗು ವಾದಾಟ ಬಿತ್ತು. ಹೆಂಗ್ಸೊಂತ ಪರ್ದಾ...",0.012711864406779662,0.00423728813559322,0.0,0.0,0.0,0.0,0.0211864406779661,0.0,0.0,0.0,authority.virtue,5
45,"ಗುಲಗಂಜಿ ಮಾದೇವಿ 45
ಆವಾಗ ಒಂಡೆಲ್ಡ್‌ ದಿವಸ ಬಿಟ್ಟು ಕರೆಕಳ್ಳಿದ್ರು. ""ಆಗ್ಲಿ ಬರ್ರೇವಿ' ಹೋದ್ಲು.
ಅಯ್ಯೊ ಇಲ್ರಿ ಹೊಟ್ಟುವು ಸತಿಯಾಗೇಲ. ಸಹಬಾಜಿನೆ ಕುಂತಗಂದ್‌ ಊಟ
ಮಾಡ್ತೇನಿ. ಆದ್ರೆ ಮೈಮಾತ್ರ ತೊಳೆಯೋದಿಲ್ಲ' ಅಂತಂದು ತಪ್ಪಿಸ್ಗೆಂದೊ. ಅವಾಗ
ಸ...",0.008620689655172414,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,authority.virtue,4
46,"46 ಜನಪದ ಕಥೆಗಳು
ಬೆಳ್ಳನ ಬೆಳತನಕ ಹೊಳೆ ಅನ್ನದು ತುಂಬಿ ಹರಿತಿದೆ. ಆಚೆಕೆ ಹೋಗಂಗಿಲ್ಲ. ಏನ್ಹಾಡ
ಕಾತು ಚಿಂತೆ ಮಾಡಿದ್ದು. ಕೊನಿಗೆ ಗಂಗಾದೇವಿ ಬೇಡ್ಕೆಂದೂ ""ಅತ್ತೋಳೆ ಅತ್ತಾಗಿ
ಇಗ್ರೊಳಿ ಇತ್ತಾಗಿ ದಾರಿ ಬಿಡು. ಆಚೆ ಕಡಿಕೆ ಹೋಗುಮುಟ' ಬೇಡ್ಕಂದ್ಲು...",0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.034782608695652174,0.0,0.0,0.0,authority.virtue,8
47,"ಗುಲಗಂಜಿ ಮಾದೇವಿ 47
ಅಯ್ಯೊ ಗುಲಗಂಜಿ ಮಾದೇವಕ್ಕ ಬಂದಾತೇಂತ ಕೂಡಿಬಿಡು.
ಅಪರೂಪಕೇಂದ್ರ ಸೇರದು ಜಾಸ್ತಿಯಲ ಹಂಗೆ. ಹನ್ನೆಲ್ಡ್‌ ವರ್ಷಾಗೇತಿ ತಂದೆ ತಾಯಿ
ಎಲ್ಲಾರ್ದು ಮಖ ನೋಡ್ಲಿತಿ ಹಂಗೆ ಮನಿಗೆ ಹೋಗ್ಬುರ್ದೂಂದು ಇಕೆ ಗುಡಿಯಾಗದಾಳೆ.
ಆವಾಗ ಅಕೆ ಅಣ್...",0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.016666666666666666,0.0,sanctity.virtue,4
48,"48 ಜನಪದ ಕಥೆಗಳು
ಗೊಂಬೆ ಅನ್ನದು ನೋಡ್ಲಿಲ್ಲ ಮನಸ್ರು ಅನ್ನದು ನೋಡಿಲ್ಲ. ಕಾಲಕಡಿಂದ ಕರಂಕುರುಂ
ತಿನ್ನಾಕ್‌ ಹತ್ತಿದ. ಪಾಡಾಗೆ ಕರ್ದುದ್ದ ರುಚಿಯಾತು. ಅಯ್ಕೋ ಹೆಣ್ಣೆ ಇಷ್ಟು ರುಚಿ,
ಇದ್ರು ಕುಟಾಗೆ ಬಾಳೇವ್‌ ಮಾಡಿದ್ರೆ ಇನ್ನೆಷ್ಟು ನನಿಗೆ ಹಿತ ಇತ...",0.004975124378109453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004975124378109453,0.004975124378109453,care.virtue,1
49,"ತಾಯಿಯ ಮಾತು 49
ಬೇಟೆ ಆಡ್ಕೊಂಡು ಬರ್ತಾರೆ. ಬರೋದ್‌ರೊಳಗಾಗಿ ರಾಜನ ಹೆಂಡ್ತಿ ಮಂತ್ರಿ
ಏನಾದ್ರು ನಮ್‌ ದೊರೆ ಕೂಟ ಹೇಳಿದ್ರೆ ದೊರೆ ಸಿಗಿದು ತೋರಣಕಟ್ಟಾರೆ.
ಅಷ್ಟರೊಳಗಾಗಿ ಮಂತ್ರಿ ದೂರು ಹೊರಸಬೇಕು, ದೊರೆ ಹೆಂಡ್ತಿ
ಉಟ್ಟಿರೋ ಬಟ್ಟೇನೆಲ್ಲಾ ಹರಿದು,...",0.023696682464454975,0.014218009478672985,0.009478672985781991,0.0,0.004739336492890996,0.0,0.018957345971563982,0.0,0.004739336492890996,0.009478672985781991,care.virtue,5
50,"೭. ನಾಗೇಂದ್ರ
ಒಂದೂರಲ್ಲಿ ಎಡೆಯೂರು ಊರಲ್ಲಿ ಒಬ್ಬ ರಾಜ್ನಂತೆ. ಅವನಿಗೆ ಇಬ್ಬರು
ಹೆಂಡ್ತೀದಿರು. ಹಿರೇ ಹೆಂಡ್ತಿಗೆ ಮಕ್ಕಳು ಇರ್ರವಂತೆ. ಕಿರೇ ಹೆಂಡ್ತಿಗೆ ಮಕ್ಕಳೇ
ಇಲ್ಲವಂತೆ. ಹಿರೇ ಹೆಂಡ್ತಿ ಎಸ್ರು ಗಂಗಮ್ಮ. ಕಿರೇ ಎಂಡ್ತಿ ಎಸ್ರು ತಿಮ್ಮಮ್ಮ. ವಾ...",0.0,0.0,0.0,0.0,0.0,0.0,0.02617801047120419,0.0,0.005235602094240838,0.0,authority.virtue,5
51,"ನಾಗೇಂದ್ರ 51
""ಏನ್ರೀ ಬರಲಿಲ್ಲವಲ್ರೀ ? ನಿಮ ಚಿಕ್ಕ ಎಂಡ್ತಿನ ವಿಚಾರ್ಬ್ಸೋದಿಲ್ಲವಲ್ರೀ 9 ಇಂಗೇ
ಬರ್ತಿದ್ರೆ ಗೊತ್ತಿರ್ರದಲ್ಲೀ ? ಯಾವಾಗ್ಲೂ ಇಲ್ಲೇ ಇರ್ತೀರಲ್ಲಿೀ ? ಪಾಪ ಆಯಮ್ಮನ
ಪ್ರೀತಿ ಏನ್ರೀ'' ಹೇಳ್‌ಬಿಟ್ಟು ಕೇಳ್ತಿನಿ. ಬರ್ತೀನಿ, ಇಲ್ಲ. ಅ...",0.004273504273504274,0.0,0.0,0.0,0.0,0.0,0.004273504273504274,0.0,0.004273504273504274,0.004273504273504274,care.virtue,1
52,"52 ಜನಪದ ಕಥೆಗಳು
""ಹೂಂ ಬಂದಿದ್ರು' """"ಮನಗಿದ್ರಾ ?'' ""' ಉಂ ಮನಗಿದ್ರು'' ""ಸರಿಯಕ್ಕ'. ಸಲೀ
ನಿಂಗೇನಕ್ಕ ಭಯ ಹೇಳ್‌ ಬಿಟ್ತು ತಿಮ್ಮಣ್ಣ. ರೀತಿ ಅನ್ನೋವಾಗ ಅಕ್ಕ ಒಂದ್‌
ಕೆಲಸ. ಮಕ್ಕಳವೇ ನಿನ್‌ ಸವತೀಗೆ. ನಿಂಗೆ ಮಕ್ಕಳಿಲ್ಲ.
ನಾನ್ನೊಂದು ಐಡಿಯಾ ಮ...",0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0044444444444444444,authority.virtue,5
53,"ನಾಗೇಂದ್ರ 53
ಇಡ್ತೆಲೂವೇ ದೇವಗನ್ನೇರು ನಾಗಲೋಕದಿಂದ ಸ್ನಾನಕ್‌ ಬರಬೇಕಲ್ಲ 9
ಸಮಯದಲ್ಲಿ ಮಗನ್ನ ಅಲ್ಲಿ ಇಟ್ರು. ಮರ ಹತ್ತಿಕೊಂಡ್ರು. ಇವರು ""ಏನ್‌
ಮಾಡಿದ್ರು ? ಗೊಂಬೆ ನೋಡಿರ್ಲಿಲ್ಲ. ದಡ್‌ದಡ್‌ನೇ ಬಟ್ಟೆ ಬರೇನೆಲ್ಲ ಬಿಚ್ಚ್‌ ಬಿಟ್ರು.
ನೀರಿಗೆ ಬ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,sanctity.virtue,6
54,"54 ಕನ್ನ ಡ ಜನಪದ ಕಥೆಗಳು
ನಾಗಕನ್ನೀರು ಕೇಳ್ವೊಂಬಂದ್ರೆ ಅಲ್ಲಿ ದೊಡ್ಡ ರಾಕ್ಷಸನ್ನ ಪಸ್ಟು ಕೇಳದ್ರೆ ನಿನ್ನ
ನುಂಕ್ಕೊ ಂಬಿಡ್ತಾನೆ. ಚ ಮಾಡು. ಅಲ್ಲಿ ಎಡ ಭು ಐಡಿಯಾ
ಮಾಡಿಕ್ಕೊ ೦ಬತ್ತೀನಿ. ನಿನ್ನೆ ಮಗ ಕೊಡಬೇಕಾದ್ರೆ, ನೀನು ಬಾಗಲಾಗೇ ಇರಬೇಕು.
ವೋಯ...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,sanctity.vice,1
55,"ನಾಗೇಂದ್ರ 55
ಕರಕ್ಕೋತೀವಿ ಅಂತ, ಇವನ್ನೆ ಹೇಳ್‌ಬಿಟ್ಟು ವೊಂಟೋದ್ರಾ? ಯಾರು? ನಾಗಕನ್ನಿಕೇರು.
ಹೇಳಿಬಿಟ್ಟು ವೊಂಟೋದ್ರು. ತಿಮ್ಮಣ್ಣ ಮಗ ಎತ್ಕೊಂಡು ಬಂದ. ಬಂದೇಟಿಗೆ ಏನ್‌
ಮಾಡ್ದ ""ಅಕ್ಕಾ ಮಗ ತಗೋ. ಅಚ್ಚುಕಟ್ಟಾಗಿ ಮಗೀಗೇ ಸ್ನಾನ ಮಾಡಿ, ಊಟ ತಿಂಡಿ...",0.004366812227074236,0.0,0.0,0.0,0.0,0.0,0.013100436681222707,0.0,0.013100436681222707,0.0,authority.virtue,3
56,"56 ಜನಪದ ಕಥೆಗಳು
ಕಳಿಸಲಾರೆ. ನನ್‌ ಮಗ ನನ್‌ ಹತ್ರ ಇರಬೇಕು. ಅವತ್ತು ನನ್‌ ಮಗ ತಿಂದ್ರಿ. ಇವತ್ತು
ಮಗೂನಾ ಕೊಟ್ಟಿದ್ದೀರಾ. ನಿಮ್‌ ಮಗಾನ ಕಳ್ಬೋಕೆ ಸಾಧ್ಯವಿಲ್ಲ ಕಣ್ಣೀರ
ಹಾಕ್ತ ಅವ್ರೆ. ಯಾರು 9 ತಾಯಿ, ತಿಮ್ಮಣ್ಣ. ""ಈಗ ಸಾಧ್ಯವೇ ಮಗ
ಕಳ್ಸೋಕೆ ಎಳ...",0.016574585635359115,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.03314917127071823,0.0,sanctity.virtue,6
57,"೮. ದೊರೆ ಕಥೆ
ಒಬ್ಬ ದೊರೆ ಅಂತೆ. ಒಬ್ಬದೊರೆಗೆ ಐದು ಗಂಡ್ಮಕ್ಕಳಂತೆ. ಐದು
ಗಂಡ್ಮಕಳಾದ್ರೆ ಐದು ಜನದಲ್ಲಿ ನಾಲ್ಕು ಜನಕ್ಕೆ ಮದ್ವೆ ಮಾಡಿದ್ರಂತೆ. ಕಡೆ ಹುಟ್ಟಿದ
ಮಗನಿಗೆ ಎಲ್ಲೆಲ್ಲೋ ಹೆಣ್ಣು ನೋಡಿದ್ರಂತೆ; ಎಲ್ಲಿ ಹೆಣ್ಣು ನೋಡಿದ್ರು ನನಗೆಲ್ಲೂ
ಇಷ್...",0.028037383177570093,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0,care.virtue,6
58,"58 ಜನಪದ ಕಥೆಗಳು
“ಸ್ವಾಮಿ ಊಟ ಮಾಡೋಕೆ ಬರ್ಲಿಲ್ಲ. ನಿಮ್ಮನ್ನ ಮಾತಾಡಿಸಿದ್ರೇ, ಏನೂ
ಭಂಗವಾಗೆತೋ ಏನೋ ಉರಿಗಣ್ಣು ಬಿಡ್ತಿರೋ ಅನ್ನೋ ಇದ್ರ ರೀತಿ
ಮಾಡ್ದೆ ಸ್ವಾಮಿ. ಅದಕ್ಕೋಸ್ಕರ ಭಯದಿಂದ, ರೀತೀ ಮಾಡ್ದೆ ನಾನು. “ಆಗ್ಸೇಕಾದ್ದು
ಏನಪ್ಪಾ ನನ್ನಿಂದ” ಅ...",0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,care.virtue,6
59,"ದೊರೆ ಕಥೆ 59
ಆಯ್ದಪ್ಪಾ ನೀನು ಮುಂದೇ ವೋಗು. ಅಲ್ಲಿಂಗೇ ನಮ್ಮಣ್ಣ ಒಬ್ರು ಕೂತವ್ರೆ.
ಅವ್ರಿಂದ ನಿನಗೆ ಆತದೇ ಹೋಗು ಕಳಿಸಿದ್ರೂ. ಅಂಗೇ ಮುಂದೇ ಹೋದ.
ಇವನು ಇನ್ನೊಂದು ಯೋಜ್ನ ವೋದಾಗ ಅಲ್ಲಿ ಸಾಯಂಕಾಲ ಆಯ್ತು. ಒಲೆ ಊಡೀ
ಗಡಿಗೆ ಮಡಿಗೀ, ನೀರು ತಂದು, ...",0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,3
60,"60 ಜನಪದ ಕಥೆಗಳು
ತಿನ್ಬೇಕು ಹೇಳಿದರು. ನೀನು ಇನ್ನೇನು ಅತ್ರಕ್ಕೆ ಬರೋವಾಗ್ಗೆ ನಿಂಬೆಹಣ್ಣು ಅಕ್ಕು.
ನಿಂಬೆಹಣ್ಣು ಪೊದೆ ಆತದೇ. ಅದನ್ನ ಆಕಾಶದವರ್ಲೂ ಹೆಣಕ್ಕೊಂಬಿಡ್ತದೆ. ಅದನ್ನ ತಪ್ಪಿಸ್ಕೊ
ಬರೋವಾಗ್ಗೆ ಇನ್ನೊಂದು ಯೋಜ್ನ ಬತ್ತೀಯಾ. ಇನ್ನೊಂದು ಯೋ...",0.005050505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,care.virtue,1
61,"ದೊರೆ ಕಥೆ 61
ಆಯ್ತು ಸ್ವಾಮಿ, ನಿಮ್ಮಿಂದ ಆಯ್ತು. ಆಯಪ್ಪನಿಗೆ ಕಾಲುಭಾಗ ಹಣ ಕೊಟ್ಟಿಟ್ಟ. ಆಮೇಲೆ
ತಿರ್ಲಾ ಕಡೇ ಗುರುಗಳ ತವ ಕಡೇ ಗುರುಗಳ ತವ. """"ಏನಾಪ್ಟಾ ಆಯ್ತು ನಿನ್ನ
ಕಾರ್ಯ? '' ಆಯ್ತು ಸ್ವಾಮಿ ದಯದಿಂದ. ಆಯ್ತುಪ್ಪು, ಒಳ್ಳೇದು ನೀನು ಮಲಗೋ
ಮನ...",0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.004464285714285714,0.0,0.004464285714285714,0.0,care.virtue,2
62,"62 ಜನಪದ ಕಥೆಗಳು
ತಾಯಿ ದೊರೆ ಅವು. ನಿದ್ದೇ ಹೋತಾವ್ರೆ. ನಿದ್ದೆ ಭಂಗ
ಮಾಡ್ದಂಗೆ ಆತದೆ. ಬರೋಕಾಗಲ್ಲ. ಬರ್ರೀತಾಯಿ. ಎಂತಾರಿಗೂ ಯತ್ನ
ತಪ್ಪತದೆ ಸಂಬಂಧಿಕರೇ. ಬರ್ರೀ ತಾಯಿ ಅಂದಳು.
ಹೌದೇನೋ ಇವ್ರು ಸಂಬಂಧಾನೇನೆ ಇರಬೇಕು. ಎಂಗೇ
ಅನ್ನೋದು ಅಂತ, ಅವಾಗ...",0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047169811320754715,care.virtue,4
63,"ಮಾಡಿದ್ದುಣ್ಣೋ ಮಾರಾಯ 63
ಇದ್ದಾಗಂದಲ್ಲ ಸ್ಟೋರಿ ಅಂದ್ಬಿಟ್ಟು, ಅವತ್ತು ಅಲ್ಲೇ ನಿಂತ್ಸಿಟ್ಟ. ಅಲ್ಲೇ ನಿಂತ್ರೆ ಇದೆಲ್ಲಾ
ಪೂರ್ತಿ ನಡೆದಿದ್ದ ವಿಚಾರ ಕಥೆ ಹೇಳಿದ್ದು. ಓ ಇವ್ಳು ಕುಳ್ಳಕುಂಬಾರಗಿತ್ತೀನೇ.
ದೇವಲೋಕದ ತಾಯಿ ಇವೈ ಅಂದ್ಬಿಟ್ಟು ಅವಾಗ ಅವ...",0.016853932584269662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028089887640449437,0.0,sanctity.virtue,5
